"remoteness","state","year","measure","value_type","value","na_value"
"Outer Regional","Northern Territory",2011,"Deaths","no.",432,NA
"Outer Regional","Northern Territory",2011,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Northern Territory",2011,"Standardised death rate","rate",NA,"np"
"Outer Regional","Northern Territory",2011,"Median age at death","years",NA,"np"
"Outer Regional","Northern Territory",2012,"Estimated Resident Population","persons",133105,NA
"Outer Regional","Northern Territory",2012,"Deaths","no.",470,NA
"Outer Regional","Northern Territory",2012,"Infant mortality rate","rate",NA,"np"
"Outer Regional","Northern Territory",2012,"Standardised death rate","rate",NA,"np"
"Outer Regional","Northern Territory",2012,"Median age at death","years",NA,"np"
"Outer Regional","Northern Territory",2013,"Estimated Resident Population","persons",138471,NA
"Outer Regional","Northern Territory",2013,"Deaths","no.",578,NA
"Outer Regional","Northern Territory",2013,"Infant mortality rate","rate",4.7,NA
"Outer Regional","Northern Territory",2013,"Standardised death rate","rate",7.1,NA
"Outer Regional","Northern Territory",2013,"Median age at death","years",67.6,NA
"Outer Regional","Northern Territory",2014,"Estimated Resident Population","persons",141169,NA
"Outer Regional","Northern Territory",2014,"Deaths","no.",560,NA
"Outer Regional","Northern Territory",2014,"Infant mortality rate","rate",3.7,NA
"Outer Regional","Northern Territory",2014,"Standardised death rate","rate",7.2,NA
"Outer Regional","Northern Territory",2014,"Median age at death","years",67.5,NA
"Outer Regional","Northern Territory",2015,"Estimated Resident Population","persons",144914,NA
"Outer Regional","Northern Territory",2015,"Deaths","no.",592,NA
"Outer Regional","Northern Territory",2015,"Infant mortality rate","rate",3.1,NA
"Outer Regional","Northern Territory",2015,"Standardised death rate","rate",7.4,NA
"Outer Regional","Northern Territory",2015,"Median age at death","years",67.8,NA
"Outer Regional","Northern Territory",2016,"Estimated Resident Population","persons",147102,NA
"Outer Regional","Northern Territory",2016,"Deaths","no.",538,NA
"Outer Regional","Northern Territory",2016,"Infant mortality rate","rate",3.1,NA
"Outer Regional","Northern Territory",2016,"Standardised death rate","rate",6.8,NA
"Outer Regional","Northern Territory",2016,"Median age at death","years",68.5,NA
"Outer Regional","Northern Territory",2017,"Estimated Resident Population","persons",148752,NA
"Outer Regional","Northern Territory",2017,"Deaths","no.",536,NA
"Outer Regional","Northern Territory",2017,"Infant mortality rate","rate",5,NA
"Outer Regional","Northern Territory",2017,"Standardised death rate","rate",6.4,NA
"Outer Regional","Northern Territory",2017,"Median age at death","years",69.2,NA
"Outer Regional","Northern Territory",2018,"Estimated Resident Population","persons",148273,NA
"Outer Regional","Northern Territory",2018,"Deaths","no.",526,NA
"Outer Regional","Northern Territory",2018,"Infant mortality rate","rate",6,NA
"Outer Regional","Northern Territory",2018,"Standardised death rate","rate",6,NA
"Outer Regional","Northern Territory",2018,"Median age at death","years",70.3,NA
"Outer Regional","Northern Territory",2019,"Estimated Resident Population","persons",147251,NA
"Outer Regional","Northern Territory",2019,"Deaths","no.",613,NA
"Outer Regional","Northern Territory",2019,"Infant mortality rate","rate",6,NA
"Outer Regional","Northern Territory",2019,"Standardised death rate","rate",6.1,NA
"Outer Regional","Northern Territory",2019,"Median age at death","years",70.6,NA
"Outer Regional","Northern Territory",2020,"Estimated Resident Population","persons",147673,NA
"Outer Regional","Northern Territory",2020,"Deaths","no.",585,NA
"Outer Regional","Northern Territory",2020,"Infant mortality rate","rate",6,NA
"Outer Regional","Northern Territory",2020,"Standardised death rate","rate",6,NA
"Outer Regional","Northern Territory",2020,"Median age at death","years",70.9,NA
"Outer Regional","Northern Territory",2021,"Estimated Resident Population","persons",147971,NA
"Outer Regional","Northern Territory",2021,"Deaths","no.",608,NA
"Outer Regional","Northern Territory",2021,"Infant mortality rate","rate",6,NA
"Outer Regional","Northern Territory",2021,"Standardised death rate","rate",6,NA
"Outer Regional","Northern Territory",2021,"Median age at death","years",71,NA
"Outer Regional","Northern Territory",2022,"Estimated Resident Population","persons",149154,NA
"Outer Regional","Northern Territory",2022,"Deaths","no.",682,NA
"Outer Regional","Northern Territory",2022,"Infant mortality rate","rate",6.9,NA
"Outer Regional","Northern Territory",2022,"Standardised death rate","rate",5.9,NA
"Outer Regional","Northern Territory",2022,"Median age at death","years",71.6,NA
"Outer Regional","Northern Territory",2023,"Estimated Resident Population","persons",151122,NA
"Outer Regional","Northern Territory",2023,"Deaths","no.",652,NA
"Outer Regional","Northern Territory",2023,"Infant mortality rate","rate",6,NA
"Outer Regional","Northern Territory",2023,"Standardised death rate","rate",5.9,NA
"Outer Regional","Northern Territory",2023,"Median age at death","years",72.4,NA
"Outer Regional","Northern Territory",2024,"Estimated Resident Population","persons",152489,NA
"Outer Regional","Northern Territory",2024,"Deaths","no.",661,NA
"Outer Regional","Northern Territory",2024,"Infant mortality rate","rate",5.4,NA
"Outer Regional","Northern Territory",2024,"Standardised death rate","rate",5.8,NA
"Outer Regional","Northern Territory",2024,"Median age at death","years",72.9,NA
"Remote","Northern Territory",2011,"Estimated Resident Population","persons",52490,NA
"Remote","Northern Territory",2011,"Deaths","no.",272,NA
"Remote","Northern Territory",2011,"Infant mortality rate","rate",NA,"np"
"Remote","Northern Territory",2011,"Standardised death rate","rate",NA,"np"
"Remote","Northern Territory",2011,"Median age at death","years",NA,"np"
"Remote","Northern Territory",2012,"Estimated Resident Population","persons",52736,NA
"Remote","Northern Territory",2012,"Deaths","no.",269,NA
"Remote","Northern Territory",2012,"Infant mortality rate","rate",NA,"np"
"Remote","Northern Territory",2012,"Standardised death rate","rate",NA,"np"
"Remote","Northern Territory",2012,"Median age at death","years",NA,"np"
"Remote","Northern Territory",2013,"Estimated Resident Population","persons",52860,NA
"Remote","Northern Territory",2013,"Deaths","no.",265,NA
"Remote","Northern Territory",2013,"Infant mortality rate","rate",8.6,NA
"Remote","Northern Territory",2013,"Standardised death rate","rate",8.9,NA
"Remote","Northern Territory",2013,"Median age at death","years",61.6,NA
"Remote","Northern Territory",2014,"Estimated Resident Population","persons",52103,NA
"Remote","Northern Territory",2014,"Deaths","no.",297,NA
"Remote","Northern Territory",2014,"Infant mortality rate","rate",7.6,NA
"Remote","Northern Territory",2014,"Standardised death rate","rate",8.7,NA
"Remote","Northern Territory",2014,"Median age at death","years",61.9,NA
"Remote","Northern Territory",2015,"Estimated Resident Population","persons",51373,NA
"Remote","Northern Territory",2015,"Deaths","no.",279,NA
"Remote","Northern Territory",2015,"Infant mortality rate","rate",7.9,NA
"Remote","Northern Territory",2015,"Standardised death rate","rate",8.6,NA
"Remote","Northern Territory",2015,"Median age at death","years",62.6,NA
"Remote","Northern Territory",2016,"Estimated Resident Population","persons",50852,NA
"Remote","Northern Territory",2016,"Deaths","no.",244,NA
"Remote","Northern Territory",2016,"Infant mortality rate","rate",7.2,NA
"Remote","Northern Territory",2016,"Standardised death rate","rate",8.2,NA
"Remote","Northern Territory",2016,"Median age at death","years",63.4,NA
"Remote","Northern Territory",2017,"Estimated Resident Population","persons",51052,NA
"Remote","Northern Territory",2017,"Deaths","no.",288,NA
"Remote","Northern Territory",2017,"Infant mortality rate","rate",9.7,NA
"Remote","Northern Territory",2017,"Standardised death rate","rate",7.9,NA
"Remote","Northern Territory",2017,"Median age at death","years",63.8,NA
"Remote","Northern Territory",2018,"Estimated Resident Population","persons",51248,NA
"Remote","Northern Territory",2018,"Deaths","no.",299,NA
"Remote","Northern Territory",2018,"Infant mortality rate","rate",8.7,NA
"Remote","Northern Territory",2018,"Standardised death rate","rate",8,NA
"Remote","Northern Territory",2018,"Median age at death","years",64.6,NA
"Remote","Northern Territory",2019,"Estimated Resident Population","persons",51539,NA
"Remote","Northern Territory",2019,"Deaths","no.",253,NA
"Remote","Northern Territory",2019,"Infant mortality rate","rate",8,NA
"Remote","Northern Territory",2019,"Standardised death rate","rate",7.9,NA
"Remote","Northern Territory",2019,"Median age at death","years",64.6,NA
"Remote","Northern Territory",2020,"Estimated Resident Population","persons",51881,NA
"Remote","Northern Territory",2020,"Deaths","no.",300,NA
"Remote","Northern Territory",2020,"Infant mortality rate","rate",8.8,NA
"Remote","Northern Territory",2020,"Standardised death rate","rate",8,NA
"Remote","Northern Territory",2020,"Median age at death","years",66,NA
"Remote","Northern Territory",2021,"Estimated Resident Population","persons",52193,NA
"Remote","Northern Territory",2021,"Deaths","no.",319,NA
"Remote","Northern Territory",2021,"Infant mortality rate","rate",7.9,NA
"Remote","Northern Territory",2021,"Standardised death rate","rate",8,NA
"Remote","Northern Territory",2021,"Median age at death","years",66.3,NA
"Remote","Northern Territory",2022,"Estimated Resident Population","persons",52766,NA
"Remote","Northern Territory",2022,"Deaths","no.",352,NA
"Remote","Northern Territory",2022,"Infant mortality rate","rate",9.2,NA
"Remote","Northern Territory",2022,"Standardised death rate","rate",8.6,NA
"Remote","Northern Territory",2022,"Median age at death","years",66.1,NA
"Remote","Northern Territory",2023,"Estimated Resident Population","persons",53285,NA
"Remote","Northern Territory",2023,"Deaths","no.",303,NA
"Remote","Northern Territory",2023,"Infant mortality rate","rate",7.6,NA
"Remote","Northern Territory",2023,"Standardised death rate","rate",8.1,NA
"Remote","Northern Territory",2023,"Median age at death","years",66,NA
"Remote","Northern Territory",2024,"Estimated Resident Population","persons",53742,NA
"Remote","Northern Territory",2024,"Deaths","no.",303,NA
"Remote","Northern Territory",2024,"Infant mortality rate","rate",10.4,NA
"Remote","Northern Territory",2024,"Standardised death rate","rate",7.7,NA
"Remote","Northern Territory",2024,"Median age at death","years",66.5,NA
"Very Remote","Northern Territory",2011,"Estimated Resident Population","persons",49696,NA
"Very Remote","Northern Territory",2011,"Deaths","no.",260,NA
"Very Remote","Northern Territory",2011,"Infant mortality rate","rate",NA,"np"
"Very Remote","Northern Territory",2011,"Standardised death rate","rate",NA,"np"
"Very Remote","Northern Territory",2011,"Median age at death","years",NA,"np"
"Very Remote","Northern Territory",2012,"Estimated Resident Population","persons",50074,NA
"Very Remote","Northern Territory",2012,"Deaths","no.",299,NA
"Very Remote","Northern Territory",2012,"Infant mortality rate","rate",NA,"np"
"Very Remote","Northern Territory",2012,"Standardised death rate","rate",NA,"np"
"Very Remote","Northern Territory",2012,"Median age at death","years",NA,"np"
"Very Remote","Northern Territory",2013,"Estimated Resident Population","persons",50391,NA
"Very Remote","Northern Territory",2013,"Deaths","no.",254,NA
"Very Remote","Northern Territory",2013,"Infant mortality rate","rate",14.1,NA
"Very Remote","Northern Territory",2013,"Standardised death rate","rate",9.8,NA
"Very Remote","Northern Territory",2013,"Median age at death","years",51.8,NA
"Very Remote","Northern Territory",2014,"Estimated Resident Population","persons",49622,NA
"Very Remote","Northern Territory",2014,"Deaths","no.",311,NA
"Very Remote","Northern Territory",2014,"Infant mortality rate","rate",14.8,NA
"Very Remote","Northern Territory",2014,"Standardised death rate","rate",10.9,NA
"Very Remote","Northern Territory",2014,"Median age at death","years",52.6,NA
"Very Remote","Northern Territory",2015,"Estimated Resident Population","persons",48405,NA
"Very Remote","Northern Territory",2015,"Deaths","no.",300,NA
"Very Remote","Northern Territory",2015,"Infant mortality rate","rate",15.8,NA
"Very Remote","Northern Territory",2015,"Standardised death rate","rate",11.4,NA
"Very Remote","Northern Territory",2015,"Median age at death","years",53.8,NA
"Very Remote","Northern Territory",2016,"Estimated Resident Population","persons",47724,NA
"Very Remote","Northern Territory",2016,"Deaths","no.",262,NA
"Very Remote","Northern Territory",2016,"Infant mortality rate","rate",15.8,NA
"Very Remote","Northern Territory",2016,"Standardised death rate","rate",13,NA
"Very Remote","Northern Territory",2016,"Median age at death","years",55.1,NA
"Very Remote","Northern Territory",2017,"Estimated Resident Population","persons",47608,NA
"Very Remote","Northern Territory",2017,"Deaths","no.",282,NA
"Very Remote","Northern Territory",2017,"Infant mortality rate","rate",13.4,NA
"Very Remote","Northern Territory",2017,"Standardised death rate","rate",12.7,NA
"Very Remote","Northern Territory",2017,"Median age at death","years",55.6,NA
"Very Remote","Northern Territory",2018,"Estimated Resident Population","persons",47574,NA
"Very Remote","Northern Territory",2018,"Deaths","no.",285,NA
"Very Remote","Northern Territory",2018,"Infant mortality rate","rate",13,NA
"Very Remote","Northern Territory",2018,"Standardised death rate","rate",13.3,NA
"Very Remote","Northern Territory",2018,"Median age at death","years",56.2,NA
"Very Remote","Northern Territory",2019,"Estimated Resident Population","persons",47769,NA
"Very Remote","Northern Territory",2019,"Deaths","no.",276,NA
"Very Remote","Northern Territory",2019,"Infant mortality rate","rate",11.8,NA
"Very Remote","Northern Territory",2019,"Standardised death rate","rate",12.8,NA
"Very Remote","Northern Territory",2019,"Median age at death","years",56.3,NA
"Very Remote","Northern Territory",2020,"Estimated Resident Population","persons",47874,NA
"Very Remote","Northern Territory",2020,"Deaths","no.",256,NA
"Very Remote","Northern Territory",2020,"Infant mortality rate","rate",15.6,NA
"Very Remote","Northern Territory",2020,"Standardised death rate","rate",12.1,NA
"Very Remote","Northern Territory",2020,"Median age at death","years",56.9,NA
"Very Remote","Northern Territory",2021,"Estimated Resident Population","persons",47987,NA
"Very Remote","Northern Territory",2021,"Deaths","no.",284,NA
"Very Remote","Northern Territory",2021,"Infant mortality rate","rate",14.8,NA
"Very Remote","Northern Territory",2021,"Standardised death rate","rate",12.6,NA
"Very Remote","Northern Territory",2021,"Median age at death","years",58.7,NA
"Very Remote","Northern Territory",2022,"Estimated Resident Population","persons",48308,NA
"Very Remote","Northern Territory",2022,"Deaths","no.",304,NA
"Very Remote","Northern Territory",2022,"Infant mortality rate","rate",17.3,NA
"Very Remote","Northern Territory",2022,"Standardised death rate","rate",13,NA
"Very Remote","Northern Territory",2022,"Median age at death","years",59,NA
"Very Remote","Northern Territory",2023,"Estimated Resident Population","persons",48655,NA
"Very Remote","Northern Territory",2023,"Deaths","no.",298,NA
"Very Remote","Northern Territory",2023,"Infant mortality rate","rate",14,NA
"Very Remote","Northern Territory",2023,"Standardised death rate","rate",13.2,NA
"Very Remote","Northern Territory",2023,"Median age at death","years",58.1,NA
"Very Remote","Northern Territory",2024,"Estimated Resident Population","persons",48838,NA
"Very Remote","Northern Territory",2024,"Deaths","no.",275,NA
"Very Remote","Northern Territory",2024,"Infant mortality rate","rate",NA,"np"
"Very Remote","Northern Territory",2024,"Standardised death rate","rate",11.2,NA
"Very Remote","Northern Territory",2024,"Median age at death","years",57.2,NA
"Major Cities","Australian Capital Territory",2011,"Estimated Resident Population","persons",367985,NA
"Major Cities","Australian Capital Territory",2011,"Deaths","no.",1700,NA
"Major Cities","Australian Capital Territory",2011,"Infant mortality rate","rate",NA,"np"
"Major Cities","Australian Capital Territory",2011,"Standardised death rate","rate",NA,"np"
"Major Cities","Australian Capital Territory",2011,"Median age at death","years",NA,"np"
"Major Cities","Australian Capital Territory",2012,"Estimated Resident Population","persons",376539,NA
"Major Cities","Australian Capital Territory",2012,"Deaths","no.",1706,NA
"Major Cities","Australian Capital Territory",2012,"Infant mortality rate","rate",NA,"np"
"Major Cities","Australian Capital Territory",2012,"Standardised death rate","rate",NA,"np"
"Major Cities","Australian Capital Territory",2012,"Median age at death","years",NA,"np"
"Major Cities","Australian Capital Territory",2013,"Estimated Resident Population","persons",383257,NA
"Major Cities","Australian Capital Territory",2013,"Deaths","no.",1700,NA
"Major Cities","Australian Capital Territory",2013,"Infant mortality rate","rate",2.9,NA
"Major Cities","Australian Capital Territory",2013,"Standardised death rate","rate",5,NA
"Major Cities","Australian Capital Territory",2013,"Median age at death","years",81.2,NA
"Major Cities","Australian Capital Territory",2014,"Estimated Resident Population","persons",388799,NA
"Major Cities","Australian Capital Territory",2014,"Deaths","no.",1813,NA
"Major Cities","Australian Capital Territory",2014,"Infant mortality rate","rate",2.7,NA
"Major Cities","Australian Capital Territory",2014,"Standardised death rate","rate",4.9,NA
"Major Cities","Australian Capital Territory",2014,"Median age at death","years",81.2,NA
"Major Cities","Australian Capital Territory",2015,"Estimated Resident Population","persons",395813,NA
"Major Cities","Australian Capital Territory",2015,"Deaths","no.",1859,NA
"Major Cities","Australian Capital Territory",2015,"Infant mortality rate","rate",3,NA
"Major Cities","Australian Capital Territory",2015,"Standardised death rate","rate",4.9,NA
"Major Cities","Australian Capital Territory",2015,"Median age at death","years",80.9,NA
"Major Cities","Australian Capital Territory",2016,"Estimated Resident Population","persons",403104,NA
"Major Cities","Australian Capital Territory",2016,"Deaths","no.",1839,NA
"Major Cities","Australian Capital Territory",2016,"Infant mortality rate","rate",3.1,NA
"Major Cities","Australian Capital Territory",2016,"Standardised death rate","rate",4.9,NA
"Major Cities","Australian Capital Territory",2016,"Median age at death","years",81.2,NA
"Major Cities","Australian Capital Territory",2017,"Estimated Resident Population","persons",415046,NA
"Major Cities","Australian Capital Territory",2017,"Deaths","no.",2320,NA
"Major Cities","Australian Capital Territory",2017,"Infant mortality rate","rate",3.2,NA
"Major Cities","Australian Capital Territory",2017,"Standardised death rate","rate",5.1,NA
"Major Cities","Australian Capital Territory",2017,"Median age at death","years",81.3,NA
"Major Cities","Australian Capital Territory",2018,"Estimated Resident Population","persons",426081,NA
"Major Cities","Australian Capital Territory",2018,"Deaths","no.",2127,NA
"Major Cities","Australian Capital Territory",2018,"Infant mortality rate","rate",3.2,NA
"Major Cities","Australian Capital Territory",2018,"Standardised death rate","rate",5.2,NA
"Major Cities","Australian Capital Territory",2018,"Median age at death","years",81.6,NA
"Major Cities","Australian Capital Territory",2019,"Estimated Resident Population","persons",435730,NA
"Major Cities","Australian Capital Territory",2019,"Deaths","no.",2033,NA
"Major Cities","Australian Capital Territory",2019,"Infant mortality rate","rate",2.5,NA
"Major Cities","Australian Capital Territory",2019,"Standardised death rate","rate",5.2,NA
"Major Cities","Australian Capital Territory",2019,"Median age at death","years",81.9,NA
"Major Cities","Australian Capital Territory",2020,"Estimated Resident Population","persons",444903,NA
"Major Cities","Australian Capital Territory",2020,"Deaths","no.",2162,NA
"Major Cities","Australian Capital Territory",2020,"Infant mortality rate","rate",2.7,NA
"Major Cities","Australian Capital Territory",2020,"Standardised death rate","rate",4.8,NA
"Major Cities","Australian Capital Territory",2020,"Median age at death","years",81.8,NA
"Major Cities","Australian Capital Territory",2021,"Estimated Resident Population","persons",452508,NA
"Major Cities","Australian Capital Territory",2021,"Deaths","no.",2207,NA
"Major Cities","Australian Capital Territory",2021,"Infant mortality rate","rate",2.6,NA
"Major Cities","Australian Capital Territory",2021,"Standardised death rate","rate",4.7,NA
"Major Cities","Australian Capital Territory",2021,"Median age at death","years",81.7,NA
"Major Cities","Australian Capital Territory",2022,"Estimated Resident Population","persons",456915,NA
"Major Cities","Australian Capital Territory",2022,"Deaths","no.",2563,NA
"Major Cities","Australian Capital Territory",2022,"Infant mortality rate","rate",3.4,NA
"Major Cities","Australian Capital Territory",2022,"Standardised death rate","rate",4.9,NA
"Major Cities","Australian Capital Territory",2022,"Median age at death","years",81.5,NA
"Major Cities","Australian Capital Territory",2023,"Estimated Resident Population","persons",466359,NA
"Major Cities","Australian Capital Territory",2023,"Deaths","no.",2406,NA
"Major Cities","Australian Capital Territory",2023,"Infant mortality rate","rate",4,NA
"Major Cities","Australian Capital Territory",2023,"Standardised death rate","rate",4.9,NA
"Major Cities","Australian Capital Territory",2023,"Median age at death","years",81.6,NA
"Major Cities","Australian Capital Territory",2024,"Estimated Resident Population","persons",473855,NA
"Major Cities","Australian Capital Territory",2024,"Deaths","no.",2425,NA
"Major Cities","Australian Capital Territory",2024,"Infant mortality rate","rate",4.1,NA
"Major Cities","Australian Capital Territory",2024,"Standardised death rate","rate",4.9,NA
"Major Cities","Australian Capital Territory",2024,"Median age at death","years",81.8,NA
"Major Cities","Australia",2011,"Estimated Resident Population","persons",15814260,NA
"Major Cities","Australia",2011,"Deaths","no.",96846,NA
"Major Cities","Australia",2011,"Infant mortality rate","rate",NA,"np"
"Major Cities","Australia",2011,"Standardised death rate","rate",NA,"np"
"Major Cities","Australia",2011,"Median age at death","years",NA,"np"
"Major Cities","Australia",2012,"Estimated Resident Population","persons",16133444,NA
"Major Cities","Australia",2012,"Deaths","no.",96899,NA
"Major Cities","Australia",2012,"Infant mortality rate","rate",NA,"np"
"Major Cities","Australia",2012,"Standardised death rate","rate",NA,"np"
"Major Cities","Australia",2012,"Median age at death","years",NA,"np"
"Major Cities","Australia",2013,"Estimated Resident Population","persons",16457672,NA
"Major Cities","Australia",2013,"Deaths","no.",97321,NA
"Major Cities","Australia",2013,"Infant mortality rate","rate",3.2,NA
"Major Cities","Australia",2013,"Standardised death rate","rate",5.4,NA
"Major Cities","Australia",2013,"Median age at death","years",82,NA
"Major Cities","Australia",2014,"Estimated Resident Population","persons",16758016,NA
"Major Cities","Australia",2014,"Deaths","no.",101509,NA
"Major Cities","Australia",2014,"Infant mortality rate","rate",3.1,NA
"Major Cities","Australia",2014,"Standardised death rate","rate",5.3,NA
"Major Cities","Australia",2014,"Median age at death","years",82.1,NA
"Major Cities","Australia",2015,"Estimated Resident Population","persons",17060799,NA
"Major Cities","Australia",2015,"Deaths","no.",104750,NA
"Major Cities","Australia",2015,"Infant mortality rate","rate",3.1,NA
"Major Cities","Australia",2015,"Standardised death rate","rate",5.3,NA
"Major Cities","Australia",2015,"Median age at death","years",82.2,NA
"Major Cities","Australia",2016,"Estimated Resident Population","persons",17393535,NA
"Major Cities","Australia",2016,"Deaths","no.",103602,NA
"Major Cities","Australia",2016,"Infant mortality rate","rate",2.9,NA
"Major Cities","Australia",2016,"Standardised death rate","rate",5.3,NA
"Major Cities","Australia",2016,"Median age at death","years",82.4,NA
"Major Cities","Australia",2017,"Estimated Resident Population","persons",17727521,NA
"Major Cities","Australia",2017,"Deaths","no.",105866,NA
"Major Cities","Australia",2017,"Infant mortality rate","rate",2.9,NA
"Major Cities","Australia",2017,"Standardised death rate","rate",5.2,NA
"Major Cities","Australia",2017,"Median age at death","years",82.5,NA
"Major Cities","Australia",2018,"Estimated Resident Population","persons",18028849,NA
"Major Cities","Australia",2018,"Deaths","no.",103830,NA
"Major Cities","Australia",2018,"Infant mortality rate","rate",2.9,NA
"Major Cities","Australia",2018,"Standardised death rate","rate",5.1,NA
"Major Cities","Australia",2018,"Median age at death","years",82.4,NA
"Major Cities","Australia",2019,"Estimated Resident Population","persons",18330335,NA
"Major Cities","Australia",2019,"Deaths","no.",111357,NA
"Major Cities","Australia",2019,"Infant mortality rate","rate",3,NA
"Major Cities","Australia",2019,"Standardised death rate","rate",5.1,NA
"Major Cities","Australia",2019,"Median age at death","years",82.3,NA
"Major Cities","Australia",2020,"Estimated Resident Population","persons",18572186,NA
"Major Cities","Australia",2020,"Deaths","no.",106006,NA
"Major Cities","Australia",2020,"Infant mortality rate","rate",3,NA
"Major Cities","Australia",2020,"Standardised death rate","rate",4.9,NA
"Major Cities","Australia",2020,"Median age at death","years",82.3,NA
"Major Cities","Australia",2021,"Estimated Resident Population","persons",18543322,NA
"Major Cities","Australia",2021,"Deaths","no.",112596,NA
"Major Cities","Australia",2021,"Infant mortality rate","rate",3.1,NA
"Major Cities","Australia",2021,"Standardised death rate","rate",4.9,NA
"Major Cities","Australia",2021,"Median age at death","years",82.3,NA
"Major Cities","Australia",2022,"Estimated Resident Population","persons",18793899,NA
"Major Cities","Australia",2022,"Deaths","no.",126111,NA
"Major Cities","Australia",2022,"Infant mortality rate","rate",3,NA
"Major Cities","Australia",2022,"Standardised death rate","rate",5,NA
"Major Cities","Australia",2022,"Median age at death","years",82.5,NA
"Major Cities","Australia",2023,"Estimated Resident Population","persons",19347397,NA
"Major Cities","Australia",2023,"Deaths","no.",119823,NA
"Major Cities","Australia",2023,"Infant mortality rate","rate",3,NA
"Major Cities","Australia",2023,"Standardised death rate","rate",5.1,NA
"Major Cities","Australia",2023,"Median age at death","years",82.6,NA
"Major Cities","Australia",2024,"Estimated Resident Population","persons",19803656,NA
"Major Cities","Australia",2024,"Deaths","no.",121996,NA
"Major Cities","Australia",2024,"Infant mortality rate","rate",3,NA
"Major Cities","Australia",2024,"Standardised death rate","rate",5.1,NA
"Major Cities","Australia",2024,"Median age at death","years",82.6,NA
"Inner Regional","Australia",2011,"Estimated Resident Population","persons",4043953,NA
"Inner Regional","Australia",2011,"Deaths","no.",32760,NA
"Inner Regional","Australia",2011,"Infant mortality rate","rate",NA,"np"
"Inner Regional","Australia",2011,"Standardised death rate","rate",NA,"np"
"Inner Regional","Australia",2011,"Median age at death","years",NA,"np"
"Inner Regional","Australia",2012,"Estimated Resident Population","persons",4094648,NA
"Inner Regional","Australia",2012,"Deaths","no.",32863,NA
"Inner Regional","Australia",2012,"Infant mortality rate","rate",NA,"np"
"Inner Regional","Australia",2012,"Standardised death rate","rate",NA,"np"
"Inner Regional","Australia",2012,"Median age at death","years",NA,"np"
"Inner Regional","Australia",2013,"Estimated Resident Population","persons",4145948,NA
"Inner Regional","Australia",2013,"Deaths","no.",32799,NA
"Inner Regional","Australia",2013,"Infant mortality rate","rate",3.9,NA
"Inner Regional","Australia",2013,"Standardised death rate","rate",6,NA
"Inner Regional","Australia",2013,"Median age at death","years",81.2,NA
"Inner Regional","Australia",2014,"Estimated Resident Population","persons",4189462,NA
"Inner Regional","Australia",2014,"Deaths","no.",34323,NA
"Inner Regional","Australia",2014,"Infant mortality rate","rate",4,NA
"Inner Regional","Australia",2014,"Standardised death rate","rate",5.9,NA
"Inner Regional","Australia",2014,"Median age at death","years",81.2,NA
"Inner Regional","Australia",2015,"Estimated Resident Population","persons",4228558,NA
"Inner Regional","Australia",2015,"Deaths","no.",35751,NA
"Inner Regional","Australia",2015,"Infant mortality rate","rate",4.1,NA
"Inner Regional","Australia",2015,"Standardised death rate","rate",5.9,NA
"Inner Regional","Australia",2015,"Median age at death","years",81.3,NA
"Inner Regional","Australia",2016,"Estimated Resident Population","persons",4272170,NA
"Inner Regional","Australia",2016,"Deaths","no.",36122,NA
"Inner Regional","Australia",2016,"Infant mortality rate","rate",3.9,NA
"Inner Regional","Australia",2016,"Standardised death rate","rate",5.9,NA
"Inner Regional","Australia",2016,"Median age at death","years",81.3,NA
"Inner Regional","Australia",2017,"Estimated Resident Population","persons",4329780,NA
"Inner Regional","Australia",2017,"Deaths","no.",36122,NA
"Inner Regional","Australia",2017,"Infant mortality rate","rate",3.7,NA
"Inner Regional","Australia",2017,"Standardised death rate","rate",5.9,NA
"Inner Regional","Australia",2017,"Median age at death","years",81.4,NA
"Inner Regional","Australia",2018,"Estimated Resident Population","persons",4390488,NA
"Inner Regional","Australia",2018,"Deaths","no.",35870,NA
"Inner Regional","Australia",2018,"Infant mortality rate","rate",3.5,NA
"Inner Regional","Australia",2018,"Standardised death rate","rate",5.7,NA
"Inner Regional","Australia",2018,"Median age at death","years",81.3,NA
"Inner Regional","Australia",2019,"Estimated Resident Population","persons",4451321,NA
"Inner Regional","Australia",2019,"Deaths","no.",38411,NA
"Inner Regional","Australia",2019,"Infant mortality rate","rate",3.4,NA
"Inner Regional","Australia",2019,"Standardised death rate","rate",5.7,NA
"Inner Regional","Australia",2019,"Median age at death","years",81.3,NA
"Inner Regional","Australia",2020,"Estimated Resident Population","persons",4509861,NA
"Inner Regional","Australia",2020,"Deaths","no.",36347,NA
"Inner Regional","Australia",2020,"Infant mortality rate","rate",3.1,NA
"Inner Regional","Australia",2020,"Standardised death rate","rate",5.5,NA
"Inner Regional","Australia",2020,"Median age at death","years",81.2,NA
"Inner Regional","Australia",2021,"Estimated Resident Population","persons",4563664,NA
"Inner Regional","Australia",2021,"Deaths","no.",38936,NA
"Inner Regional","Australia",2021,"Infant mortality rate","rate",3.4,NA
"Inner Regional","Australia",2021,"Standardised death rate","rate",5.5,NA
"Inner Regional","Australia",2021,"Median age at death","years",81.3,NA
"Inner Regional","Australia",2022,"Estimated Resident Population","persons",4623078,NA
"Inner Regional","Australia",2022,"Deaths","no.",43189,NA
"Inner Regional","Australia",2022,"Infant mortality rate","rate",3.3,NA
